,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,screen_count,followers_count,friends_count,possibly_sensitive,user_mentions,place,place_coord_boundaries
3876,2021-06-19 01:17:42,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 845,0,… https://t.co/QnZTPp1yeS","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 845,0,… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
3877,2021-06-19 01:17:42,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/Xx0cYpzLAK","Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capa… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
3878,2021-06-19 01:17:42,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411005] 
Sancheti Hos Shivajingr PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,6,… https://t.co/qzAI7hlLNn","Pin Code:[411005] 
Sancheti Hos Shivajingr PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1,6,… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
3879,2021-06-19 01:17:42,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 74,23,… https://t.co/SzvtA5Qu3g","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 74,23,… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
3880,2021-06-19 01:17:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","In @elle_italia, @pritikrishtel explains how countries around the world can work together to rapidly expand the global supply of #COVID19 vaccines.

#peoplesvaccine #TRIPSwaiver
https://t.co/uZIDTvVKNq","In lle_italia, ritikrishtel explains how countries around the world can work together to rapidly expand the global supply of COVID19 vaccines.

peoplesvaccine TRIPSwaiver
","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,1,realtahiramin,3,11355,1620,,"['IMAKglobal', 'Elle_Italia', 'pritikrishtel']","Brooklyn, NY",
3881,2021-06-19 01:18:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,7,3,EmmaLBriant,1,14115,5125,,['paldhous'],@womenindisinfo,
3882,2021-06-19 01:18:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,7,4,boymonster,1,10142,1623,,['paldhous'],"Auckland, New Zealand",
3883,2021-06-19 01:18:47,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#COVID19 Wearing a mask will prevent catching and transmitting the more contagious #DeltaVariant to others who are… https://t.co/Hf16QEa6ai,COVID19 Wearing a mask will prevent catching and transmitting the more contagious DeltaVariant to others who are… ,"Sentiment(polarity=0.55, subjectivity=0.7)",0.55,0.7,en,0,0,JanieResists,0,4005,5001,False,[],"USA~""True Blue"" In AZ! ",
3884,2021-06-19 01:18:56,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) ","Sentiment(polarity=0.3375, subjectivity=0.725)",0.3375,0.725,en,895,87,SherelPurcell,1,1073,1561,,['BogochIsaac'],"Toronto, Canada",
3885,2021-06-19 01:19:20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bigotry, superstition, fear-mongering and anti-science positioning have been the major hurdles to vaccination missions around the world over decades.
#Covid19 #Vaccination

https://t.co/p6nQsmRbrZ","Bigotry, superstition, fear-mongering and anti-science positioning have been the major hurdles to vaccination missions around the world over decades.
Covid19 Vaccination

","Sentiment(polarity=0.0625, subjectivity=0.5)",0.0625,0.5,en,1,1,LaxmaReddy_TT,1,2210,1676,,['TelanganaToday'],,
3886,2021-06-19 01:19:55,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@AmyRemeikis also he tweeted incorrect information confusing the amount of people vaccinated with the total amount of vaccines that have been given. https://t.co/m8dMeYpKAQ,myRemeikis also he tweeted incorrect information confusing the amount of people vaccinated with the total amount of vaccines that have been given. ,"Sentiment(polarity=-0.15, subjectivity=0.575)",-0.15,0.575,en,0,1,DanaScully2,2,3233,5002,,"['pepeMcGee', 'AmyRemeikis']",Adelaide Sth Australia,
3887,2021-06-19 01:20:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amazing that this story completely ignores the latest data from the UK, showing vaccines are *highly* effective at preventing hospitalizations - including for the Delta variant. https://t.co/0mRNAf65GV

Fear for clicks. 

Some ppl really don't want the pandemic to end! #ableg https://t.co/axwNL3Tryp","Amazing that this story completely ignores the latest data from the UK, showing vaccines are *highly* effective at preventing hospitalizations - including for the Delta variant. 

Fear for clicks. 

Some ppl really don't want the pandemic to end! ableg ","Sentiment(polarity=0.41000000000000003, subjectivity=0.64)",0.41000000000000003,0.64,en,6,4,JustinBrattinga,1,890,1871,,['MattWolfAB'],"Camrose, Alberta",
3888,2021-06-19 01:20:32,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg","You can get a COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing:  ","Sentiment(polarity=0.09375, subjectivity=0.28125)",0.09375,0.28125,en,186,129,alhusayndr,1,139,680,,['CDCgov'],"Riyadh, Kingdom of Saudi Arabia",
3889,2021-06-19 01:20:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,9,5,bleigh6,1,518,5002,,['paldhous'],,
3890,2021-06-19 01:20:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,9,6,Rschooley,1,104554,4658,,['paldhous'],"California, USA",
3891,2021-06-19 01:20:40,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) ","Sentiment(polarity=0.3375, subjectivity=0.725)",0.3375,0.725,en,920,88,tpasychny,1,362,1489,,['BogochIsaac'],Calgary Alberta Canada,
3892,2021-06-19 01:20:55,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,10,7,konrad_jeff,1,581,643,,['paldhous'],,
3893,2021-06-19 01:21:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@yeahnaa333 @Tinkelopen @jenkemforall @claraclem72 @citizen_tammy @Franca1p @RuthieMcC19 @TheEconomist “The team no… https://t.co/66fxx2mUIL,eahnaa333 inkelopen enkemforall laraclem72 itizen_tammy ranca1p uthieMcC19 heEconomist “The team no… ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,redstar01010,8,11,98,False,"['yeahnaa333', 'Tinkelopen', 'jenkemforall', 'claraclem72', 'citizen_tammy', 'Franca1p', 'RuthieMcC19', 'TheEconomist']",,
3894,2021-06-19 01:21:19,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@danaparish @ashishkjha @Survivor_Corps @dianaberrent @CDCgov OK, thanks! These vaccines seem really great, but we… https://t.co/mv9d1Gq7O8","anaparish shishkjha urvivor_Corps ianaberrent DCgov OK, thanks! These vaccines seem really great, but we… ","Sentiment(polarity=0.5166666666666667, subjectivity=0.48333333333333334)",0.5166666666666667,0.48333333333333334,en,0,0,bok_bok_ba_GOK,5,184,753,,"['danaparish', 'ashishkjha', 'Survivor_Corps', 'dianaberrent', 'CDCgov']",,
3895,2021-06-19 01:21:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Israel plans to transfer 1M Pfizer vaccines to the Palestinians in the coming days to help them with their fight against COVID19. https://t.co/5hIcaUps9B,Israel plans to transfer 1M Pfizer vaccines to the Palestinians in the coming days to help them with their fight against COVID19. ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,14,6,RizaRidho,1,1147,1191,,['GonenYonatan'],,
3896,2021-06-19 01:21:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,11,8,flightbomb,1,3367,2804,,['paldhous'],"38,000 ft",
3897,2021-06-19 01:22:18,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amazing that this story completely ignores the latest data from the UK, showing vaccines are *highly* effective at preventing hospitalizations - including for the Delta variant. https://t.co/0mRNAf65GV

Fear for clicks. 

Some ppl really don't want the pandemic to end! #ableg https://t.co/axwNL3Tryp","Amazing that this story completely ignores the latest data from the UK, showing vaccines are *highly* effective at preventing hospitalizations - including for the Delta variant. 

Fear for clicks. 

Some ppl really don't want the pandemic to end! ableg ","Sentiment(polarity=0.41000000000000003, subjectivity=0.64)",0.41000000000000003,0.64,en,7,5,YEGJackson,1,487,963,,['MattWolfAB'],Edmonton AB,
3898,2021-06-19 01:22:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,13,9,Dweeze,1,321,1026,,['paldhous'],Iowa,
3899,2021-06-19 01:22:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,13,10,GailWaldby,1,4060,4995,,['paldhous'],MT,
3900,2021-06-19 01:22:42,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 842,0,… https://t.co/xHWW4UikD3","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 842,0,… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
3901,2021-06-19 01:22:42,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 65,23,… https://t.co/uxete4eyS9","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 65,23,… ","Sentiment(polarity=-0.75, subjectivity=1.0)",-0.75,1.0,en,0,0,PuneUpdater,0,88,0,,[],,
3902,2021-06-19 01:22:46,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) ","Sentiment(polarity=0.3375, subjectivity=0.725)",0.3375,0.725,en,945,89,Kosikutioner,1,67,172,,['BogochIsaac'],,
3903,2021-06-19 01:22:49,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#NSTnation Roadmap to making our own vaccines 
#Malaysia #vaccines, #Covid19

https://t.co/MhT0KlXjau","NSTnation Roadmap to making our own vaccines 
Malaysia vaccines, Covid19

","Sentiment(polarity=0.6, subjectivity=1.0)",0.6,1.0,en,0,0,NST_Online,0,750760,431,False,[],Malaysia,
3904,2021-06-19 01:23:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ","Please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

 ","Sentiment(polarity=0.31666666666666665, subjectivity=0.611111111111111)",0.31666666666666665,0.611111111111111,en,23,21,ARAdultImmDoc,1,8802,8469,,['QuizzicalGirl'],"Little Rock, AR",
3905,2021-06-19 01:23:38,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,14,11,BurnettCynthia,1,3563,3278,,['paldhous'],United States,
3906,2021-06-19 01:23:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here in Ireland, we're obsessively debating sun holidays and indoor pints as mental health issues. If we could just be patient and ambitious enough to bring our epidemic in Europe to a decisive conclusion by Autumn, I hope we might find it in us to think of others.","Here in Ireland, we're obsessively debating sun holidays and indoor pints as mental health issues. If we could just be patient and ambitious enough to bring our epidemic in Europe to a decisive conclusion by Autumn, I hope we might find it in us to think of others.","Sentiment(polarity=0.049999999999999996, subjectivity=0.48333333333333334)",0.049999999999999996,0.48333333333333334,en,37,5,BiffAndFinn,1,317,1180,,['killeen_gerry'],Ireland,
3907,2021-06-19 01:24:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) ","Sentiment(polarity=0.3375, subjectivity=0.725)",0.3375,0.725,en,964,90,rjmauti,1,70,220,,['BogochIsaac'],"Toronto, ON",
3908,2021-06-19 01:24:27,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @HealthZA: 18 June 2022 latest number of #COVID19 statistics in South Africa #CoronaVirusSA                              https://t.co/of…,ealthZA: 18 June 2022 latest number of COVID19 statistics in South Africa CoronaVirusSA                              ,"Sentiment(polarity=0.5, subjectivity=0.9)",0.5,0.9,en,46,41,RicardLopez123,1,1016,4998,,['HealthZA'],"Barcelona, España",
3909,2021-06-19 01:24:28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ","Please do your research first if you read or see something about vaccines or covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

 ","Sentiment(polarity=0.31666666666666665, subjectivity=0.611111111111111)",0.31666666666666665,0.611111111111111,en,23,22,KarlieInCali,1,23265,19447,,['QuizzicalGirl'],New England/California,
3910,2021-06-19 01:24:38,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.","Sentiment(polarity=0.24318181818181817, subjectivity=0.5022727272727273)",0.24318181818181817,0.5022727272727273,en,130,42,bosfloss,1,119,150,,['Artemis2030'],"Wollongong, New South Wales",
3911,2021-06-19 01:24:39,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) ","Sentiment(polarity=0.3375, subjectivity=0.725)",0.3375,0.725,en,966,91,braunovan,1,1112,2488,,['BogochIsaac'],"Ottawa, Ontario, Canada",
3912,2021-06-19 01:24:42,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#33ctru watch about what the mask does, listen to a vax victim and hear from a well established certified patholgis… https://t.co/y9JdzipxFS","33ctru watch about what the mask does, listen to a vax victim and hear from a well established certified patholgis… ","Sentiment(polarity=-0.07500000000000001, subjectivity=0.05)",-0.07500000000000001,0.05,en,0,0,ideadali,0,77,265,,[],,
3913,2021-06-19 01:24:46,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,14,12,subbasegirl,1,679,790,,['paldhous'],"Silver Spring, MD",
3914,2021-06-19 01:24:58,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned #COVID19 vaccines. That puts the South and parts of rural America at risk.
https://t.co/jzL6kUR8uW https://t.co/xsJD4TJIlE","2/ The Delta variant should pose little threat if you're fully vaccinated, but could still cause deadly surges in places where many people have shunned COVID19 vaccines. That puts the South and parts of rural America at risk.
 ","Sentiment(polarity=0.028124999999999997, subjectivity=0.35)",0.028124999999999997,0.35,en,16,13,KevTKel,1,5615,5583,,['paldhous'],"Myrtle Beach, SC",
3915,2021-06-19 01:24:59,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago   via ailyMonitor","Sentiment(polarity=-0.23645833333333335, subjectivity=0.3375)",-0.23645833333333335,0.3375,en,981,556,Canugan,1,182,632,,['Winnie_Byanyima'],Ottawa,
3916,2021-06-19 01:25:01,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,hawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,555,418,JulesJulietta,1,8835,914,False,['shawajason'],"US: 3.222483,101.729662",
3917,2021-06-19 01:25:06,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) ","Sentiment(polarity=0.3375, subjectivity=0.725)",0.3375,0.725,en,978,92,Catheri44909901,1,12,147,,['BogochIsaac'],,
3918,2021-06-19 01:25:18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,hawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,556,419,OmarBinMuaz1,1,102,1100,False,['shawajason'],,
3919,2021-06-19 01:25:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,hawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel.  ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,556,420,anthraxxxx,1,54690,6141,False,['shawajason'],South East Asia ,
